Day,Minute,Occupant-1 Activity,Occupant-2 Activity
1,144,11,11
1,145,11,11
1,146,11,11
1,147,11,11
1,148,11,11
1,149,11,11
1,150,11,11
1,151,11,11
1,152,11,11
1,153,11,11
1,154,11,11
1,155,11,11
1,156,11,11
1,157,11,11
1,158,11,11
1,159,11,11
1,160,11,11
1,161,11,11
1,162,11,11
1,163,11,11
1,164,11,11
1,165,11,11
1,166,11,11
1,167,11,11
1,168,11,11
1,169,11,11
1,170,11,11
1,171,11,11
1,172,11,11
1,173,11,11
1,174,11,11
1,175,11,11
1,176,11,11
1,177,11,11
1,178,11,11
1,179,11,11
1,180,11,11
1,181,11,11
1,182,11,11
1,183,11,11
1,184,11,11
1,185,11,11
1,186,11,11
1,187,11,11
1,188,11,11
1,189,11,11
1,190,11,11
1,191,11,11
1,192,11,11
1,193,11,11
1,194,11,11
1,195,11,11
1,196,11,11
1,197,11,11
1,198,11,11
1,199,11,11
1,200,11,11
1,201,11,11
1,202,11,11
1,203,11,11
1,204,11,11
1,205,11,11
1,206,11,11
1,207,11,11
1,208,11,11
1,209,11,11
1,210,11,11
1,211,11,11
1,212,11,11
1,213,11,11
1,214,11,11
1,215,11,11
1,216,11,11
1,217,11,11
1,218,11,11
1,219,11,11
1,220,11,11
1,221,11,11
1,222,11,11
1,223,11,11
1,224,11,11
1,225,11,11
1,226,11,11
1,227,11,11
1,228,11,11
1,229,11,11
1,230,11,11
1,231,11,11
1,232,11,11
1,233,11,11
1,234,11,11
1,235,11,11
1,236,11,11
1,237,11,11
1,238,11,11
1,239,11,11
1,240,11,11
1,241,11,11
1,242,11,11
1,243,11,11
1,244,11,11
1,245,11,11
1,246,11,11
1,247,11,11
1,248,11,11
1,249,11,11
1,250,11,11
1,251,11,11
1,252,11,11
1,253,11,11
1,254,11,11
1,255,11,11
1,256,11,11
1,257,11,11
1,258,11,11
1,259,11,11
1,260,11,11
1,261,11,11
1,262,11,11
1,263,11,11
1,264,11,11
1,265,11,11
1,266,11,11
1,267,11,11
1,268,11,11
1,269,11,11
1,270,11,11
1,271,11,11
1,272,11,11
1,273,11,11
1,274,11,11
1,275,11,11
1,276,11,11
1,277,11,11
1,278,11,11
1,279,11,11
1,280,11,11
1,281,11,11
1,282,11,11
1,283,11,11
1,284,11,11
1,285,11,11
1,286,11,11
1,287,11,11
1,288,11,11
1,289,11,11
1,290,11,11
1,291,11,11
1,292,11,11
1,293,11,11
1,294,11,11
1,295,11,11
1,296,11,11
1,297,11,11
1,298,11,11
1,299,11,11
1,300,11,11
1,301,11,11
1,302,11,11
1,303,11,11
1,304,11,11
1,305,11,11
1,306,11,11
1,307,11,11
1,308,11,11
1,309,11,11
1,310,11,11
1,311,11,11
1,312,11,11
1,313,11,11
1,314,11,11
1,315,11,11
1,316,11,11
1,317,11,11
1,318,11,11
1,319,11,11
1,320,11,11
1,321,11,11
1,322,11,11
1,323,11,11
1,324,11,11
1,325,11,11
1,326,11,11
1,327,11,11
1,328,11,11
1,329,11,11
1,330,11,11
1,331,11,11
1,332,11,11
1,333,11,11
1,334,11,11
1,335,11,11
1,336,11,11
1,337,11,11
1,338,11,11
1,339,11,11
1,340,11,11
1,341,11,11
1,342,11,11
1,343,11,11
1,344,11,11
1,345,11,11
1,346,11,11
1,347,11,11
1,348,11,11
1,349,11,11
1,350,11,11
1,351,11,11
1,352,11,11
1,353,11,11
1,354,11,11
1,355,11,11
1,356,11,11
1,357,11,11
1,358,11,11
1,359,11,11
1,360,11,11
1,361,11,11
1,362,11,11
1,363,11,11
1,364,11,11
1,365,11,11
1,366,11,11
1,367,11,11
1,368,11,11
1,369,11,11
1,370,11,11
1,371,11,11
1,372,11,11
1,373,11,11
1,374,11,11
1,375,11,11
1,376,11,11
1,377,11,11
1,378,11,11
1,379,11,11
1,380,11,11
1,381,11,11
1,382,11,11
1,383,11,11
1,384,11,20
1,385,11,20
1,386,11,20
1,387,11,20
1,388,11,20
1,389,11,20
1,390,11,20
1,391,11,20
1,392,11,21
1,393,11,21
1,394,11,21
1,395,11,15
1,396,11,27
1,397,11,27
1,398,11,27
1,399,11,2
1,400,11,2
1,401,11,2
1,402,11,2
1,403,11,2
1,404,11,2
1,405,11,2
1,406,11,2
1,407,11,2
1,408,11,2
1,409,11,2
1,410,11,2
1,411,11,2
1,412,11,2
1,413,11,2
1,414,11,2
1,415,11,2
1,416,11,2
1,417,11,2
1,418,11,2
1,419,11,2
1,420,11,2
1,421,11,2
1,422,11,2
1,423,11,2
1,424,11,2
1,425,11,2
1,426,11,2
1,427,11,2
1,428,11,2
1,429,11,2
1,430,11,2
1,431,11,2
1,432,11,2
1,433,11,2
1,434,11,2
1,435,11,2
1,436,11,2
1,437,11,2
1,438,11,2
1,439,11,2
1,440,11,2
1,441,11,2
1,442,11,2
1,443,11,2
1,444,11,2
1,445,11,2
1,446,11,2
1,447,11,2
1,448,11,2
1,449,11,2
1,450,11,2
1,451,11,2
1,452,11,2
1,453,11,2
1,454,11,2
1,455,11,2
1,456,11,2
1,457,11,2
1,458,11,2
1,459,11,2
1,460,11,2
1,461,11,2
1,462,11,2
1,463,11,2
1,464,11,2
1,465,11,2
1,466,11,2
1,467,11,2
1,468,11,2
1,469,11,2
1,470,11,2
1,471,11,2
1,472,11,2
1,473,11,2
1,474,11,2
1,475,11,2
1,476,11,2
1,477,11,2
1,478,11,2
1,479,11,2
1,480,11,2
1,481,11,2
1,482,11,2
1,483,11,2
1,484,11,2
1,485,11,2
1,486,11,2
1,487,11,2
1,488,11,2
1,489,11,2
1,490,11,2
1,491,11,2
1,492,11,2
1,493,11,2
1,494,11,2
1,495,11,2
1,496,11,2
1,497,11,2
1,498,11,2
1,499,11,2
1,500,11,2
1,501,11,2
1,502,11,2
1,503,11,2
1,504,11,2
1,505,11,2
1,506,11,2
1,507,11,2
1,508,11,2
1,509,11,2
1,510,11,2
1,511,11,2
1,512,11,2
1,513,11,2
1,514,11,2
1,515,11,2
1,516,11,2
1,517,11,2
1,518,11,2
1,519,11,2
1,520,11,2
1,521,11,2
1,522,11,2
1,523,11,2
1,524,11,2
1,525,11,2
1,526,11,2
1,527,11,2
1,528,11,2
1,529,11,2
1,530,11,2
1,531,11,2
1,532,11,2
1,533,11,2
1,534,11,2
1,535,11,2
1,536,11,2
1,537,11,2
1,538,11,2
1,539,11,2
1,540,11,2
1,541,11,2
1,542,11,2
1,543,11,2
1,544,11,2
1,545,11,2
1,546,1,2
1,547,1,2
1,548,1,2
1,549,1,2
1,550,1,2
1,551,1,2
1,552,12,2
1,553,12,2
1,554,12,2
1,555,12,2
1,556,12,2
1,557,12,2
1,558,12,2
1,559,12,2
1,560,12,2
1,561,12,2
1,562,12,2
1,563,12,2
1,564,12,2
1,565,12,2
1,566,12,2
1,567,12,2
1,568,12,2
1,569,12,2
1,570,12,2
1,571,12,2
1,572,12,2
1,573,12,2
1,574,12,2
1,575,12,2
1,576,12,2
1,577,3,2
1,578,3,2
1,579,3,2
1,580,3,2
1,581,3,2
1,582,3,2
1,583,3,2
1,584,3,2
1,585,3,2
1,586,3,2
1,587,3,2
1,588,3,2
1,589,3,2
1,590,3,2
1,591,3,2
1,592,3,2
1,593,4,2
1,594,4,2
1,595,4,2
1,596,4,2
1,597,4,2
1,598,4,2
1,599,4,2
1,600,4,2
1,601,4,2
1,602,4,2
1,603,4,2
1,604,4,2
1,605,4,2
1,606,4,2
1,607,4,2
1,608,4,2
1,609,4,2
1,610,4,2
1,611,4,2
1,612,4,2
1,613,4,2
1,614,4,2
1,615,4,2
1,616,4,2
1,617,4,2
1,618,4,2
1,619,4,2
1,620,4,2
1,621,15,2
1,622,15,2
1,623,17,2
1,624,17,2
1,625,17,2
1,626,17,2
1,627,17,2
1,628,17,2
1,629,17,2
1,630,17,2
1,631,17,2
1,632,17,2
1,633,17,2
1,634,17,2
1,635,17,2
1,636,17,2
1,637,17,2
1,638,17,2
1,639,17,2
1,640,17,2
1,641,17,2
1,642,17,2
1,643,17,2
1,644,17,2
1,645,17,2
1,646,17,2
1,647,17,2
1,648,17,2
1,649,17,2
1,650,17,2
1,651,17,2
1,652,17,2
1,653,17,2
1,654,17,2
1,655,17,2
1,656,17,2
1,657,17,2
1,658,17,2
1,659,17,2
1,660,17,2
1,661,17,2
1,662,17,2
1,663,21,2
1,664,21,2
1,665,21,2
1,666,21,2
1,667,13,2
1,668,13,2
1,669,13,2
1,670,13,2
1,671,13,2
1,672,13,2
1,673,13,2
1,674,13,2
1,675,13,2
1,676,13,2
1,677,13,2
1,678,22,2
1,679,22,2
1,680,22,2
1,681,22,2
1,682,13,2
1,683,13,2
1,684,13,2
1,685,13,2
1,686,13,2
1,687,13,2
1,688,13,2
1,689,13,2
1,690,13,2
1,691,13,2
1,692,13,2
1,693,13,2
1,694,13,2
1,695,13,2
1,696,13,2
1,697,13,2
1,698,13,2
1,699,13,2
1,700,13,2
1,701,13,2
1,702,13,2
1,703,13,2
1,704,13,2
1,705,13,2
1,706,13,2
1,707,13,2
1,708,13,2
1,709,13,2
1,710,13,2
1,711,13,2
1,712,13,2
1,713,13,2
1,714,13,2
1,715,22,2
1,716,22,2
1,717,22,2
1,718,22,2
1,719,22,2
1,720,22,2
1,721,22,2
1,722,22,2
1,723,22,2
1,724,22,2
1,725,22,2
1,726,13,2
1,727,13,2
1,728,13,2
1,729,13,2
1,730,13,2
1,731,13,2
1,732,13,2
1,733,13,2
1,734,13,2
1,735,13,2
1,736,13,2
1,737,13,2
1,738,13,2
1,739,13,2
1,740,13,2
1,741,13,2
1,742,13,2
1,743,13,2
1,744,13,2
1,745,13,2
1,746,13,2
1,747,13,2
1,748,13,2
1,749,13,2
1,750,13,2
1,751,13,2
1,752,13,2
1,753,13,2
1,754,13,2
1,755,13,2
1,756,13,2
1,757,13,2
1,758,13,2
1,759,13,2
1,760,13,2
1,761,13,2
1,762,13,2
1,763,13,2
1,764,13,2
1,765,13,2
1,766,13,2
1,767,13,2
1,768,13,2
1,769,13,2
1,770,13,2
1,771,13,2
1,772,13,2
1,773,13,2
1,774,13,2
1,775,13,2
1,776,13,2
1,777,13,2
1,778,13,2
1,779,13,2
1,780,13,2
1,781,13,2
1,782,13,2
1,783,13,2
1,784,13,2
1,785,13,2
1,786,13,2
1,787,1,2
1,788,1,2
1,789,1,2
1,790,1,2
1,791,1,2
1,792,1,2
1,793,1,2
1,794,1,2
1,795,19,2
1,796,19,2
1,797,19,2
1,798,19,2
1,799,19,2
1,800,19,2
1,801,19,2
1,802,19,2
1,803,19,2
1,804,19,2
1,805,19,2
1,806,17,2
1,807,17,2
1,808,17,2
1,809,17,2
1,810,17,2
1,811,17,2
1,812,15,2
1,813,15,2
1,814,15,2
1,815,15,2
1,816,15,2
1,817,15,2
1,818,15,2
1,819,15,2
1,820,15,2
1,821,15,2
1,822,15,2
1,823,15,2
1,824,27,2
1,825,27,2
1,826,27,2
1,827,27,2
1,828,27,2
1,829,27,2
1,830,27,2
1,831,27,2
1,832,27,2
1,833,2,2
1,834,2,2
1,835,2,2
1,836,2,2
1,837,2,2
1,838,2,2
1,839,2,2
1,840,2,2
1,841,2,2
1,842,2,2
1,843,2,2
1,844,2,2
1,845,2,2
1,846,2,2
1,847,2,2
1,848,2,2
1,849,2,2
1,850,2,2
1,851,2,2
1,852,2,2
1,853,2,2
1,854,2,2
1,855,2,2
1,856,2,2
1,857,2,2
1,858,2,2
1,859,2,2
1,860,2,2
1,861,2,2
1,862,2,2
1,863,2,2
1,864,2,2
1,865,2,2
1,866,2,2
1,867,2,2
1,868,2,2
1,869,2,2
1,870,2,2
1,871,2,2
1,872,2,2
1,873,2,2
1,874,2,2
1,875,2,2
1,876,2,2
1,877,2,2
1,878,2,2
1,879,2,2
1,880,2,2
1,881,2,2
1,882,2,2
1,883,2,2
1,884,2,2
1,885,2,2
1,886,2,2
1,887,2,2
1,888,2,2
1,889,2,2
1,890,2,2
1,891,2,2
1,892,2,2
1,893,2,2
1,894,2,2
1,895,2,2
1,896,2,2
1,897,2,2
1,898,2,2
1,899,2,2
1,900,2,2
1,901,2,2
1,902,2,2
1,903,2,2
1,904,2,2
1,905,2,2
1,906,2,2
1,907,2,2
1,908,2,2
1,909,2,2
1,910,2,2
1,911,2,2
1,912,2,2
1,913,2,2
1,914,2,2
1,915,2,2
1,916,2,2
1,917,2,2
1,918,2,2
1,919,2,2
1,920,2,2
1,921,2,2
1,922,2,2
1,923,2,2
1,924,2,2
1,925,2,2
1,926,2,2
1,927,2,2
1,928,2,2
1,929,2,2
1,930,2,2
1,931,2,2
1,932,2,2
1,933,2,2
1,934,2,2
1,935,2,2
1,936,2,2
1,937,2,2
1,938,2,2
1,939,2,2
1,940,2,2
1,941,2,2
1,942,2,2
1,943,2,2
1,944,2,2
1,945,2,2
1,946,2,2
1,947,2,2
1,948,2,2
1,949,2,2
1,950,2,2
1,951,2,2
1,952,2,2
1,953,2,2
1,954,2,2
1,955,2,2
1,956,2,2
1,957,2,2
1,958,2,2
1,959,2,2
1,960,2,2
1,961,2,2
1,962,2,2
1,963,2,2
1,964,2,2
1,965,2,2
1,966,2,2
1,967,2,2
1,968,2,2
1,969,2,2
1,970,2,2
1,971,2,2
1,972,2,2
1,973,2,2
1,974,2,2
1,975,2,2
1,976,2,2
1,977,2,2
1,978,2,2
1,979,2,2
1,980,2,2
1,981,2,2
1,982,2,2
1,983,2,2
1,984,2,2
1,985,2,2
1,986,2,2
1,987,2,2
1,988,2,2
1,989,2,2
1,990,2,2
1,991,2,2
1,992,2,2
1,993,2,2
1,994,2,2
1,995,2,2
1,996,2,2
1,997,2,2
1,998,2,2
1,999,2,2
1,1000,2,2
1,1001,2,2
1,1002,2,2
1,1003,2,2
1,1004,2,2
1,1005,2,2
1,1006,2,2
1,1007,2,2
1,1008,2,2
1,1009,2,2
1,1010,2,2
1,1011,2,2
1,1012,2,2
1,1013,2,2
1,1014,2,2
1,1015,2,2
1,1016,2,2
1,1017,2,2
1,1018,2,2
1,1019,2,2
1,1020,2,2
1,1021,2,2
1,1022,2,2
1,1023,2,2
1,1024,2,2
1,1025,2,2
1,1026,2,2
1,1027,2,2
1,1028,2,2
1,1029,2,2
1,1030,2,2
1,1031,2,2
1,1032,2,2
1,1033,2,2
1,1034,2,2
1,1035,2,2
1,1036,2,2
1,1037,2,2
1,1038,2,2
1,1039,2,2
1,1040,2,2
1,1041,2,2
1,1042,2,2
1,1043,2,2
1,1044,2,2
1,1045,2,2
1,1046,2,2
1,1047,2,2
1,1048,2,2
1,1049,2,2
1,1050,2,2
1,1051,2,2
1,1052,2,2
1,1053,2,2
1,1054,2,2
1,1055,2,2
1,1056,2,2
1,1057,2,2
1,1058,2,2
1,1059,2,2
1,1060,2,2
1,1061,2,2
1,1062,2,2
1,1063,2,2
1,1064,2,2
1,1065,2,2
1,1066,2,2
1,1067,2,2
1,1068,2,2
1,1069,2,2
1,1070,2,2
1,1071,2,2
1,1072,2,14
1,1073,2,14
1,1074,2,14
1,1075,2,14
1,1076,2,14
1,1077,2,14
1,1078,2,14
1,1079,2,14
1,1080,2,14
1,1081,2,14
1,1082,2,14
1,1083,2,14
1,1084,2,14
1,1085,2,14
1,1086,2,14
1,1087,2,14
1,1088,2,14
1,1089,2,17
1,1090,2,12
1,1091,2,12
1,1092,2,12
1,1093,2,12
1,1094,2,12
1,1095,2,12
1,1096,2,12
1,1097,2,12
1,1098,2,12
1,1099,2,12
1,1100,2,12
1,1101,2,12
1,1102,2,12
1,1103,2,12
1,1104,2,12
1,1105,2,12
1,1106,2,12
1,1107,2,12
1,1108,2,12
1,1109,2,12
1,1110,2,12
1,1111,2,12
1,1112,2,12
1,1113,2,12
1,1114,2,12
1,1115,2,12
1,1116,2,12
1,1117,2,12
1,1118,2,12
1,1119,2,12
1,1120,2,12
1,1121,2,12
1,1122,2,12
1,1123,2,12
1,1124,2,12
1,1125,2,12
1,1126,2,12
1,1127,2,12
1,1128,2,12
1,1129,2,12
1,1130,2,12
1,1131,2,12
1,1132,2,12
1,1133,2,12
1,1134,2,12
1,1135,2,12
1,1136,2,12
1,1137,2,22
1,1138,2,22
1,1139,2,10
1,1140,2,10
1,1141,2,10
1,1142,2,22
1,1143,2,22
1,1144,2,22
1,1145,2,22
1,1146,2,22
1,1147,2,22
1,1148,2,22
1,1149,2,22
1,1150,2,22
1,1151,2,22
1,1152,2,22
1,1153,2,22
1,1154,2,22
1,1155,2,12
1,1156,2,12
1,1157,2,12
1,1158,2,12
1,1159,2,12
1,1160,2,12
1,1161,2,12
1,1162,2,12
1,1163,2,12
1,1164,2,12
1,1165,2,12
1,1166,2,12
1,1167,2,12
1,1168,2,12
1,1169,2,12
1,1170,2,12
1,1171,2,12
1,1172,2,12
1,1173,2,12
1,1174,2,12
1,1175,2,12
1,1176,2,12
1,1177,2,12
1,1178,2,12
1,1179,2,12
1,1180,2,12
1,1181,2,12
1,1182,2,12
1,1183,2,12
1,1184,2,12
1,1185,2,12
1,1186,2,12
1,1187,2,12
1,1188,2,12
1,1189,2,12
1,1190,2,12
1,1191,2,12
1,1192,2,12
1,1193,2,12
1,1194,2,12
1,1195,2,12
1,1196,2,12
1,1197,2,12
1,1198,2,12
1,1199,2,12
1,1200,2,12
1,1201,2,12
1,1202,2,12
1,1203,2,12
1,1204,2,12
1,1205,2,12
1,1206,2,12
1,1207,2,12
1,1208,2,12
1,1209,2,12
1,1210,2,12
1,1211,2,12
1,1212,2,12
1,1213,2,12
1,1214,2,12
1,1215,2,12
1,1216,2,22
1,1217,2,22
1,1218,2,22
1,1219,2,12
1,1220,2,12
1,1221,1,12
1,1222,1,12
1,1223,1,12
1,1224,1,12
1,1225,1,12
1,1226,1,12
1,1227,1,12
1,1228,1,12
1,1229,1,12
1,1230,1,12
1,1231,1,12
1,1232,7,12
1,1233,7,12
1,1234,7,12
1,1235,7,12
1,1236,7,12
1,1237,7,12
1,1238,7,12
1,1239,7,12
1,1240,7,12
1,1241,7,12
1,1242,7,12
1,1243,7,12
1,1244,7,12
1,1245,7,12
1,1246,7,12
1,1247,7,12
1,1248,7,12
1,1249,7,12
1,1250,7,12
1,1251,7,12
1,1252,7,12
1,1253,7,12
1,1254,7,12
1,1255,7,12
1,1256,7,12
1,1257,7,12
1,1258,7,12
1,1259,7,12
1,1260,7,12
1,1261,7,17
1,1262,7,17
1,1263,7,17
1,1264,7,17
1,1265,7,17
1,1266,7,17
1,1267,7,17
1,1268,7,17
1,1269,7,17
1,1270,7,17
1,1271,7,17
1,1272,22,17
1,1273,22,17
1,1274,22,17
1,1275,22,17
1,1276,22,17
1,1277,7,17
1,1278,7,17
1,1279,7,17
1,1280,7,17
1,1281,7,17
1,1282,7,17
1,1283,7,17
1,1284,7,17
1,1285,7,17
1,1286,7,17
1,1287,7,17
1,1288,7,17
1,1289,7,17
1,1290,7,17
1,1291,7,17
1,1292,7,17
1,1293,7,15
1,1294,7,15
1,1295,7,15
1,1296,7,8
1,1297,7,8
1,1298,7,8
1,1299,7,8
1,1300,8,8
1,1301,8,8
1,1302,8,8
1,1303,8,8
1,1304,8,8
1,1305,8,8
1,1306,8,8
1,1307,8,8
1,1308,8,8
1,1309,8,8
1,1310,8,8
1,1311,8,8
1,1312,8,8
1,1313,8,8
1,1314,8,8
1,1315,8,8
1,1316,8,8
1,1317,8,8
1,1318,8,8
1,1319,8,8
1,1320,8,8
1,1321,8,8
1,1322,8,8
1,1323,8,8
1,1324,8,9
1,1325,8,9
1,1326,8,9
1,1327,8,17
1,1328,17,17
1,1329,17,17
1,1330,17,17
1,1331,17,17
1,1332,17,17
1,1333,17,17
1,1334,17,17
1,1335,17,17
1,1336,17,17
1,1337,17,17
1,1338,17,17
1,1339,17,17
1,1340,17,17
1,1341,17,17
1,1342,17,17
1,1343,17,17
1,1344,17,17
1,1345,17,17
1,1346,17,17
1,1347,17,17
1,1348,17,17
1,1349,17,17
1,1350,17,17
1,1351,17,17
1,1352,17,17
1,1353,17,17
1,1354,17,17
1,1355,17,17
1,1356,17,17
1,1357,17,17
1,1358,17,17
1,1359,17,17
1,1360,17,17
1,1361,17,17
1,1362,17,17
1,1363,17,17
1,1364,17,17
1,1365,17,17
1,1366,17,17
1,1367,17,17
1,1368,17,17
1,1369,17,17
1,1370,17,17
1,1371,17,17
1,1372,17,17
1,1373,17,17
1,1374,17,17
1,1375,17,17
1,1376,17,17
1,1377,17,17
1,1378,17,17
1,1379,17,17
1,1380,17,17
1,1381,17,17
1,1382,17,17
1,1383,17,17
1,1384,17,17
1,1385,17,17
1,1386,22,17
1,1387,22,17
1,1388,22,17
1,1389,22,17
1,1390,22,17
1,1391,22,17
1,1392,22,17
1,1393,22,17
1,1394,22,17
1,1395,22,17
1,1396,22,17
1,1397,22,21
1,1398,22,21
1,1399,22,21
1,1400,22,21
1,1401,22,12
1,1402,22,12
1,1403,22,12
1,1404,12,12
1,1405,12,12
1,1406,12,12
1,1407,12,12
1,1408,12,12
1,1409,12,12
1,1410,12,12
1,1411,12,12
1,1412,12,12
1,1413,12,12
1,1414,12,12
1,1415,12,12
1,1416,12,12
1,1417,12,12
1,1418,12,12
1,1419,12,12
1,1420,12,12
1,1421,12,12
1,1422,12,12
1,1423,12,12
1,1424,12,12
1,1425,12,12
1,1426,12,12
1,1427,12,12
1,1428,12,12
1,1429,12,12
1,1430,12,12
1,1431,12,12
1,1432,12,12
1,1433,21,12
1,1434,21,12
1,1435,21,12
1,1436,21,12
1,1437,12,12
1,1438,12,12
1,1439,12,12
2,0,17,2
2,1,10,2
2,2,10,2
2,3,10,2
2,4,10,2
2,5,10,2
2,6,10,2
2,7,17,2
2,8,17,2
2,9,17,2
2,10,17,2
2,11,17,2
2,12,17,2
2,13,17,2
2,14,17,2
2,15,17,2
2,16,17,2
2,17,17,2
2,18,17,2
2,19,17,2
2,20,10,2
2,21,10,2
2,22,10,2
2,23,10,2
2,24,12,2
2,25,12,2
2,26,12,2
2,27,12,2
2,28,12,2
2,29,12,2
2,30,12,2
2,31,12,2
2,32,12,2
2,33,12,2
2,34,12,2
2,35,12,2
2,36,12,2
2,37,12,2
2,38,12,2
2,39,12,2
2,40,12,2
2,41,12,2
2,42,12,2
2,43,12,2
2,44,12,2
2,45,12,2
2,46,12,2
2,47,12,2
2,48,12,2
2,49,12,2
2,50,12,2
2,51,12,2
2,52,12,2
2,53,12,2
2,54,12,2
2,55,12,2
2,56,12,2
2,57,12,2
2,58,12,2
2,59,12,2
2,60,12,2
2,61,12,2
2,62,12,2
2,63,12,2
2,64,12,2
2,65,12,2
2,66,12,2
2,67,12,2
2,68,13,2
2,69,13,2
2,70,13,2
2,71,13,2
2,72,13,2
2,73,13,2
2,74,13,2
2,75,13,2
2,76,13,2
2,77,13,2
2,78,13,2
2,79,13,2
2,80,13,2
2,81,13,2
2,82,13,2
2,83,13,2
2,84,13,2
2,85,13,2
2,86,13,2
2,87,13,2
2,88,13,2
2,89,13,2
2,90,13,2
2,91,13,2
2,92,13,2
2,93,13,2
2,94,13,2
2,95,13,2
2,96,13,2
2,97,13,2
2,98,13,2
2,99,13,2
2,100,13,2
2,101,13,2
2,102,13,2
2,103,13,2
2,104,13,2
2,105,13,2
2,106,13,2
2,107,13,2
2,108,13,2
2,109,13,2
2,110,13,2
2,111,13,2
2,112,13,2
2,113,13,2
2,114,13,2
2,115,13,2
2,116,13,2
2,117,13,2
2,118,13,2
2,119,13,2
2,120,13,2
2,121,13,2
2,122,13,2
2,123,13,2
2,124,13,2
2,125,13,2
2,126,13,2
2,127,13,2
2,128,13,2
2,129,13,2
2,130,13,2
2,131,13,2
2,132,13,2
2,133,13,2
2,134,13,2
2,135,13,2
2,136,13,2
2,137,13,2
2,138,13,2
2,139,13,2
2,140,13,2
2,141,13,2
2,142,13,2
2,143,13,2
2,144,13,2
2,145,13,2
2,146,13,2
2,147,13,2
2,148,13,2
2,149,13,2
2,150,13,2
2,151,13,2
2,152,13,2
2,153,21,2
2,154,21,2
2,155,21,2
2,156,1,2
2,157,1,2
2,158,1,2
2,159,1,2
2,160,1,2
2,161,11,2
2,162,11,2
2,163,11,2
2,164,11,2
2,165,11,2
2,166,11,2
2,167,11,2
2,168,11,2
2,169,11,2
2,170,11,2
2,171,11,2
2,172,11,2
2,173,11,2
2,174,11,2
2,175,11,2
2,176,11,2
2,177,11,2
2,178,11,2
2,179,11,2
2,180,11,2
2,181,11,2
2,182,11,2
2,183,11,2
2,184,11,2
2,185,11,2
2,186,11,2
2,187,11,2
2,188,11,2
2,189,11,2
2,190,11,2
2,191,11,2
2,192,11,2
2,193,11,2
2,194,11,2
2,195,11,2
2,196,11,2
2,197,11,2
2,198,11,2
2,199,11,2
2,200,11,2
2,201,11,2
2,202,11,2
2,203,11,2
2,204,11,2
2,205,11,2
2,206,11,2
2,207,11,2
2,208,11,2
2,209,11,2
2,210,11,2
2,211,11,2
2,212,11,2
2,213,11,2
2,214,11,2
2,215,11,2
2,216,11,2
2,217,11,2
2,218,11,2
2,219,11,2
2,220,11,2
2,221,11,2
2,222,11,2
2,223,11,2
2,224,11,2
2,225,11,2
2,226,11,2
2,227,11,2
2,228,11,2
2,229,11,2
2,230,11,2
2,231,11,2
2,232,11,2
2,233,11,2
2,234,11,2
2,235,11,2
2,236,11,2
2,237,11,2
2,238,11,2
2,239,11,2
2,240,11,2
2,241,11,2
2,242,11,2
2,243,11,2
2,244,11,2
2,245,11,2
2,246,11,2
