Day,Minute,Occupant-1 Activity,Occupant-2 Activity
1,478,11,11
1,479,11,11
1,480,11,11
1,481,11,11
1,482,11,11
1,483,11,11
1,484,11,11
1,485,11,11
1,486,11,11
1,487,11,11
1,488,11,11
1,489,11,11
1,490,11,11
1,491,11,11
1,492,11,11
1,493,11,11
1,494,11,11
1,495,11,11
1,496,11,11
1,497,11,11
1,498,11,11
1,499,11,11
1,500,11,11
1,501,11,11
1,502,11,11
1,503,11,11
1,504,11,11
1,505,11,11
1,506,11,11
1,507,11,11
1,508,11,11
1,509,11,11
1,510,11,11
1,511,11,11
1,512,11,11
1,513,11,11
1,514,11,11
1,515,11,11
1,516,11,11
1,517,11,11
1,518,11,11
1,519,11,11
1,520,11,11
1,521,11,11
1,522,11,11
1,523,11,11
1,524,11,11
1,525,11,11
1,526,11,11
1,527,11,11
1,528,11,11
1,529,11,11
1,530,11,11
1,531,11,11
1,532,11,11
1,533,11,11
1,534,11,11
1,535,11,11
1,536,11,11
1,537,11,11
1,538,11,11
1,539,11,11
1,540,11,11
1,541,11,11
1,542,11,11
1,543,11,11
1,544,11,11
1,545,11,11
1,546,11,11
1,547,11,11
1,548,11,11
1,549,11,11
1,550,11,11
1,551,11,11
1,552,11,11
1,553,11,11
1,554,11,11
1,555,11,11
1,556,11,11
1,557,11,11
1,558,11,11
1,559,11,11
1,560,11,11
1,561,11,11
1,562,11,11
1,563,11,11
1,564,11,11
1,565,11,11
1,566,11,11
1,567,11,11
1,568,11,11
1,569,11,11
1,570,11,11
1,571,11,11
1,572,11,11
1,573,11,11
1,574,11,11
1,575,11,11
1,576,11,11
1,577,11,11
1,578,11,11
1,579,11,11
1,580,11,11
1,581,11,11
1,582,11,11
1,583,11,11
1,584,11,11
1,585,11,11
1,586,11,11
1,587,11,11
1,588,11,11
1,589,11,11
1,590,11,11
1,591,11,11
1,592,11,11
1,593,11,11
1,594,11,11
1,595,11,11
1,596,11,11
1,597,11,11
1,598,11,11
1,599,11,11
1,600,11,11
1,601,11,11
1,602,11,11
1,603,11,11
1,604,11,11
1,605,11,11
1,606,11,11
1,607,11,11
1,608,11,11
1,609,11,11
1,610,11,11
1,611,11,11
1,612,11,11
1,613,11,11
1,614,11,11
1,615,11,11
1,616,11,11
1,617,11,11
1,618,11,11
1,619,11,11
1,620,11,15
1,621,11,15
1,622,11,15
1,623,11,15
1,624,11,15
1,625,11,15
1,626,11,15
1,627,11,15
1,628,11,15
1,629,11,18
1,630,11,18
1,631,11,18
1,632,11,18
1,633,11,18
1,634,11,18
1,635,11,18
1,636,11,18
1,637,11,18
1,638,11,18
1,639,11,18
1,640,11,18
1,641,11,18
1,642,11,18
1,643,11,18
1,644,11,18
1,645,11,18
1,646,11,18
1,647,11,18
1,648,1,18
1,649,1,18
1,650,1,18
1,651,1,18
1,652,1,18
1,653,15,18
1,654,15,18
1,655,15,18
1,656,15,18
1,657,3,18
1,658,3,18
1,659,3,18
1,660,3,18
1,661,3,18
1,662,3,18
1,663,3,18
1,664,3,18
1,665,3,18
1,666,3,18
1,667,3,18
1,668,3,18
1,669,3,18
1,670,3,18
1,671,4,18
1,672,4,4
1,673,4,4
1,674,4,4
1,675,4,4
1,676,4,4
1,677,4,4
1,678,4,4
1,679,4,4
1,680,4,4
1,681,4,4
1,682,4,4
1,683,4,4
1,684,4,4
1,685,4,4
1,686,4,4
1,687,4,4
1,688,4,4
1,689,9,18
1,690,9,18
1,691,1,18
1,692,1,18
1,693,1,18
1,694,1,18
1,695,1,18
1,696,1,18
1,697,1,18
1,698,1,18
1,699,1,18
1,700,1,15
1,701,1,15
1,702,1,15
1,703,1,15
1,704,1,15
1,705,1,15
1,706,1,15
1,707,1,15
1,708,1,15
1,709,1,15
1,710,1,15
1,711,15,18
1,712,15,18
1,713,13,18
1,714,13,18
1,715,13,18
1,716,13,18
1,717,13,18
1,718,13,18
1,719,13,18
1,720,13,18
1,721,13,18
1,722,13,18
1,723,13,18
1,724,13,18
1,725,13,18
1,726,13,18
1,727,13,18
1,728,13,18
1,729,13,18
1,730,13,18
1,731,13,18
1,732,13,18
1,733,13,18
1,734,13,18
1,735,13,18
1,736,13,18
1,737,13,18
1,738,13,18
1,739,13,18
1,740,13,18
1,741,13,18
1,742,13,18
1,743,13,18
1,744,13,18
1,745,13,18
1,746,13,18
1,747,13,18
1,748,13,18
1,749,13,18
1,750,13,18
1,751,13,18
1,752,13,18
1,753,13,18
1,754,13,18
1,755,13,18
1,756,13,18
1,757,13,18
1,758,13,18
1,759,13,18
1,760,13,18
1,761,13,18
1,762,13,18
1,763,13,18
1,764,13,18
1,765,13,18
1,766,13,18
1,767,13,18
1,768,13,18
1,769,13,18
1,770,13,18
1,771,13,18
1,772,13,18
1,773,13,18
1,774,13,18
1,775,13,18
1,776,13,18
1,777,13,18
1,778,13,18
1,779,13,18
1,780,13,18
1,781,13,18
1,782,13,18
1,783,13,18
1,784,13,18
1,785,13,18
1,786,13,18
1,787,13,18
1,788,13,18
1,789,13,18
1,790,13,18
1,791,13,18
1,792,13,18
1,793,13,18
1,794,13,18
1,795,13,18
1,796,13,18
1,797,13,18
1,798,13,18
1,799,13,18
1,800,13,18
1,801,13,18
1,802,13,18
1,803,13,18
1,804,13,18
1,805,13,18
1,806,13,18
1,807,13,18
1,808,13,18
1,809,13,18
1,810,13,18
1,811,13,18
1,812,13,18
1,813,13,18
1,814,13,18
1,815,13,18
1,816,13,18
1,817,13,18
1,818,13,18
1,819,13,18
1,820,13,18
1,821,13,18
1,822,13,18
1,823,13,18
1,824,13,18
1,825,13,18
1,826,13,18
1,827,13,18
1,828,13,18
1,829,13,18
1,830,13,18
1,831,13,18
1,832,13,18
1,833,13,18
1,834,13,18
1,835,13,18
1,836,13,18
1,837,13,18
1,838,13,18
1,839,13,18
1,840,15,18
1,841,13,18
1,842,13,18
1,843,13,18
1,844,13,18
1,845,13,18
1,846,13,18
1,847,13,18
1,848,13,18
1,849,13,18
1,850,13,18
1,851,13,18
1,852,13,18
1,853,13,18
1,854,13,18
1,855,13,18
1,856,13,18
1,857,13,18
1,858,13,18
1,859,13,18
1,860,13,18
1,861,13,18
1,862,13,18
1,863,13,18
1,864,13,18
1,865,13,18
1,866,13,18
1,867,13,18
1,868,13,18
1,869,13,18
1,870,13,18
1,871,13,18
1,872,13,18
1,873,13,18
1,874,13,18
1,875,13,18
1,876,13,18
1,877,13,18
1,878,13,18
1,879,13,18
1,880,13,18
1,881,13,18
1,882,13,18
1,883,13,18
1,884,13,18
1,885,13,18
1,886,13,18
1,887,13,18
1,888,13,18
1,889,13,18
1,890,13,18
1,891,13,18
1,892,13,18
1,893,13,18
1,894,13,18
1,895,13,18
1,896,13,18
1,897,13,18
1,898,13,18
1,899,13,18
1,900,13,18
1,901,13,15
1,902,13,15
1,903,13,15
1,904,13,15
1,905,13,15
1,906,13,15
1,907,13,15
1,908,13,15
1,909,13,15
1,910,13,15
1,911,13,15
1,912,13,15
1,913,13,15
1,914,13,15
1,915,13,15
1,916,13,13
1,917,13,13
1,918,5,13
1,919,5,13
1,920,5,13
1,921,5,13
1,922,5,13
1,923,5,13
1,924,5,13
1,925,5,13
1,926,5,13
1,927,5,13
1,928,5,13
1,929,5,13
1,930,5,13
1,931,5,13
1,932,5,13
1,933,5,13
1,934,5,13
1,935,5,13
1,936,5,13
1,937,5,13
1,938,5,13
1,939,5,13
1,940,5,13
1,941,5,13
1,942,5,13
1,943,5,13
1,944,5,13
1,945,5,13
1,946,5,13
1,947,5,13
1,948,5,13
1,949,5,13
1,950,5,13
1,951,5,13
1,952,5,13
1,953,5,13
1,954,5,13
1,955,5,13
1,956,5,13
1,957,5,13
1,958,5,13
1,959,5,13
1,960,5,13
1,961,5,13
1,962,5,13
1,963,5,13
1,964,5,13
1,965,5,13
1,966,5,13
1,967,5,13
1,968,5,13
1,969,5,13
1,970,5,13
1,971,5,13
1,972,5,13
1,973,5,13
1,974,5,13
1,975,5,13
1,976,5,13
1,977,5,13
1,978,5,13
1,979,5,13
1,980,5,13
1,981,5,13
1,982,5,13
1,983,5,13
1,984,5,13
1,985,5,13
1,986,5,13
1,987,5,13
1,988,5,13
1,989,5,13
1,990,5,13
1,991,5,13
1,992,5,13
1,993,5,13
1,994,5,13
1,995,5,13
1,996,5,13
1,997,5,13
1,998,6,6
1,999,6,6
1,1000,6,6
1,1001,6,6
1,1002,6,6
1,1003,6,6
1,1004,6,6
1,1005,6,6
1,1006,6,6
1,1007,6,6
1,1008,6,6
1,1009,6,6
1,1010,1,6
1,1011,1,6
1,1012,1,6
1,1013,1,1
1,1014,1,1
1,1015,1,1
1,1016,1,1
1,1017,9,1
1,1018,9,13
1,1019,9,13
1,1020,9,13
1,1021,9,13
1,1022,9,13
1,1023,9,13
1,1024,9,13
1,1025,9,13
1,1026,9,13
1,1027,9,13
1,1028,9,13
1,1029,9,13
1,1030,13,13
1,1031,13,13
1,1032,13,13
1,1033,13,13
1,1034,13,13
1,1035,13,13
1,1036,13,13
1,1037,13,13
1,1038,13,13
1,1039,13,13
1,1040,13,13
1,1041,13,13
1,1042,13,13
1,1043,13,13
1,1044,13,13
1,1045,13,13
1,1046,13,13
1,1047,13,13
1,1048,13,13
1,1049,13,13
1,1050,13,13
1,1051,13,13
1,1052,13,13
1,1053,13,13
1,1054,13,13
1,1055,13,13
1,1056,13,13
1,1057,13,13
1,1058,13,16
1,1059,13,16
1,1060,13,16
1,1061,13,16
1,1062,13,16
1,1063,13,16
1,1064,13,16
1,1065,13,16
1,1066,13,16
1,1067,13,16
1,1068,13,16
1,1069,13,16
1,1070,13,16
1,1071,13,16
1,1072,13,16
1,1073,13,16
1,1074,13,16
1,1075,13,16
1,1076,13,16
1,1077,13,16
1,1078,13,16
1,1079,13,16
1,1080,13,16
1,1081,13,16
1,1082,13,16
1,1083,13,16
1,1084,13,16
1,1085,13,16
1,1086,13,16
1,1087,13,16
1,1088,13,16
1,1089,13,16
1,1090,13,16
1,1091,13,16
1,1092,13,16
1,1093,13,16
1,1094,13,16
1,1095,13,16
1,1096,13,16
1,1097,13,16
1,1098,13,16
1,1099,13,16
1,1100,13,16
1,1101,13,16
1,1102,13,16
1,1103,13,16
1,1104,13,16
1,1105,13,16
1,1106,13,16
1,1107,13,16
1,1108,13,16
1,1109,13,16
1,1110,13,16
1,1111,13,16
1,1112,13,16
1,1113,13,16
1,1114,13,16
1,1115,13,16
1,1116,13,16
1,1117,13,16
1,1118,13,16
1,1119,13,16
1,1120,13,16
1,1121,13,16
1,1122,13,16
1,1123,13,16
1,1124,13,16
1,1125,13,16
1,1126,13,16
1,1127,13,16
1,1128,13,16
1,1129,13,16
1,1130,13,16
1,1131,13,16
1,1132,13,16
1,1133,13,16
1,1134,13,16
1,1135,13,16
1,1136,15,16
1,1137,13,16
1,1138,13,16
1,1139,13,16
1,1140,13,16
1,1141,13,16
1,1142,13,16
1,1143,13,16
1,1144,13,16
1,1145,13,16
1,1146,13,15
1,1147,13,10
1,1148,13,10
1,1149,13,10
1,1150,13,18
1,1151,13,18
1,1152,13,18
1,1153,13,18
1,1154,13,18
1,1155,13,18
1,1156,13,18
1,1157,13,18
1,1158,13,18
1,1159,13,18
1,1160,13,18
1,1161,13,18
1,1162,13,18
1,1163,13,18
1,1164,13,18
1,1165,13,18
1,1166,10,18
1,1167,13,18
1,1168,13,18
1,1169,13,18
1,1170,13,18
1,1171,13,18
1,1172,13,18
1,1173,13,18
1,1174,13,18
1,1175,13,18
1,1176,13,18
1,1177,13,18
1,1178,13,18
1,1179,13,18
1,1180,13,18
1,1181,13,18
1,1182,13,18
1,1183,13,18
1,1184,13,18
1,1185,13,18
1,1186,13,18
1,1187,13,18
1,1188,13,18
1,1189,13,18
1,1190,13,18
1,1191,13,18
1,1192,13,18
1,1193,13,18
1,1194,13,18
1,1195,13,18
1,1196,13,18
1,1197,13,18
1,1198,13,18
1,1199,13,18
1,1200,13,18
1,1201,13,18
1,1202,13,18
1,1203,13,18
1,1204,13,18
1,1205,13,18
1,1206,13,18
1,1207,13,18
1,1208,15,18
1,1209,13,18
1,1210,13,18
1,1211,13,18
1,1212,13,18
1,1213,13,18
1,1214,13,18
1,1215,13,18
1,1216,13,18
1,1217,13,18
1,1218,13,18
1,1219,13,18
1,1220,13,18
1,1221,13,18
1,1222,13,18
1,1223,13,18
1,1224,13,18
1,1225,13,18
1,1226,13,18
1,1227,13,18
1,1228,13,18
1,1229,13,18
1,1230,13,18
1,1231,13,18
1,1232,13,18
1,1233,13,18
1,1234,13,18
1,1235,13,18
1,1236,13,18
1,1237,13,18
1,1238,13,18
1,1239,13,18
1,1240,13,18
1,1241,13,18
1,1242,13,18
1,1243,13,18
1,1244,13,18
1,1245,13,18
1,1246,13,18
1,1247,13,18
1,1248,13,18
1,1249,13,18
1,1250,13,18
1,1251,13,18
1,1252,13,18
1,1253,13,18
1,1254,13,18
1,1255,13,18
1,1256,13,18
1,1257,13,18
1,1258,13,18
1,1259,13,18
1,1260,13,18
1,1261,13,18
1,1262,13,18
1,1263,13,18
1,1264,13,18
1,1265,13,18
1,1266,13,18
1,1267,13,18
1,1268,13,18
1,1269,13,18
1,1270,13,18
1,1271,13,18
1,1272,13,18
1,1273,13,18
1,1274,13,18
1,1275,13,18
1,1276,13,18
1,1277,13,18
1,1278,13,18
1,1279,13,18
1,1280,13,18
1,1281,13,18
1,1282,13,18
1,1283,13,18
1,1284,13,18
1,1285,13,18
1,1286,13,18
1,1287,13,18
1,1288,13,18
1,1289,13,18
1,1290,13,18
1,1291,13,18
1,1292,13,18
1,1293,13,18
1,1294,13,18
1,1295,13,18
1,1296,13,18
1,1297,13,18
1,1298,13,18
1,1299,13,18
1,1300,13,18
1,1301,13,18
1,1302,13,18
1,1303,13,18
1,1304,13,18
1,1305,13,18
1,1306,13,18
1,1307,13,18
1,1308,13,18
1,1309,13,18
1,1310,13,18
1,1311,13,18
1,1312,13,18
1,1313,13,18
1,1314,13,18
1,1315,13,18
1,1316,13,18
1,1317,13,18
1,1318,13,18
1,1319,13,18
1,1320,13,18
1,1321,13,18
1,1322,13,18
1,1323,13,18
1,1324,13,18
1,1325,13,18
1,1326,13,18
1,1327,13,18
1,1328,13,18
1,1329,13,18
1,1330,13,18
1,1331,13,18
1,1332,13,18
1,1333,13,18
1,1334,13,18
1,1335,13,18
1,1336,13,18
1,1337,13,18
1,1338,13,18
1,1339,13,18
1,1340,13,18
1,1341,13,18
1,1342,13,18
1,1343,13,18
1,1344,13,18
1,1345,13,18
1,1346,13,18
1,1347,13,18
1,1348,13,18
1,1349,13,18
1,1350,10,18
1,1351,10,18
1,1352,10,18
1,1353,10,18
1,1354,12,15
1,1355,12,15
1,1356,12,12
1,1357,12,12
1,1358,12,12
1,1359,12,12
1,1360,12,12
1,1361,12,12
1,1362,12,12
1,1363,12,12
1,1364,12,12
1,1365,12,12
1,1366,12,12
1,1367,12,12
1,1368,12,12
1,1369,12,12
1,1370,12,12
1,1371,12,12
1,1372,12,12
1,1373,12,12
1,1374,12,12
1,1375,12,12
1,1376,12,12
1,1377,12,12
1,1378,12,12
1,1379,12,12
1,1380,12,12
1,1381,12,12
1,1382,12,12
1,1383,12,12
1,1384,12,12
1,1385,12,12
1,1386,12,12
1,1387,12,12
1,1388,12,12
1,1389,12,12
1,1390,12,12
1,1391,12,12
1,1392,12,12
1,1393,12,12
1,1394,12,12
1,1395,12,12
1,1396,12,12
1,1397,12,12
1,1398,12,12
1,1399,12,12
1,1400,12,12
1,1401,12,12
1,1402,12,12
1,1403,12,12
1,1404,12,12
1,1405,12,12
1,1406,12,12
1,1407,12,12
1,1408,12,12
1,1409,12,12
1,1410,12,12
1,1411,12,12
1,1412,12,12
1,1413,12,12
1,1414,12,12
1,1415,12,12
1,1416,12,12
1,1417,12,12
1,1418,12,12
1,1419,12,12
1,1420,12,12
1,1421,12,12
1,1422,12,12
1,1423,12,12
1,1424,12,12
1,1425,12,12
1,1426,12,12
1,1427,12,12
1,1428,12,12
1,1429,12,12
1,1430,12,12
1,1431,12,12
1,1432,12,12
1,1433,12,12
1,1434,12,12
1,1435,12,12
1,1436,12,12
1,1437,12,12
1,1438,12,12
1,1439,12,12
2,0,12,12
2,1,12,12
2,2,12,12
2,3,12,12
2,4,12,12
2,5,12,12
2,6,12,12
2,7,12,12
2,8,12,12
2,9,12,12
2,10,12,12
2,11,12,12
2,12,12,12
2,13,12,12
2,14,12,12
2,15,12,12
2,16,12,12
2,17,12,12
2,18,12,12
2,19,12,12
2,20,12,12
2,21,12,12
2,22,12,12
2,23,12,12
2,24,12,12
2,25,12,12
2,26,12,12
2,27,12,12
2,28,12,12
2,29,12,12
2,30,12,12
2,31,12,12
2,32,12,12
2,33,12,12
2,34,12,12
2,35,12,12
2,36,12,12
2,37,12,12
2,38,12,12
2,39,12,12
2,40,12,12
2,41,12,12
2,42,12,12
2,43,12,12
2,44,12,12
2,45,12,12
2,46,12,12
2,47,12,12
2,48,12,12
2,49,12,12
2,50,12,12
2,51,12,12
2,52,12,12
2,53,12,12
2,54,12,12
2,55,12,12
2,56,12,12
2,57,12,12
2,58,12,12
2,59,12,12
2,60,12,12
2,61,12,15
2,62,1,11
2,63,15,11
2,64,11,11
2,65,11,11
2,66,11,11
2,67,11,11
2,68,11,11
2,69,11,11
2,70,11,11
2,71,11,11
2,72,11,11
2,73,11,11
2,74,11,11
2,75,11,11
2,76,11,11
2,77,11,11
2,78,11,11
2,79,11,11
2,80,11,11
2,81,11,11
2,82,11,11
2,83,11,11
2,84,11,11
2,85,11,11
2,86,11,11
2,87,11,11
2,88,11,11
2,89,11,11
2,90,11,11
2,91,11,11
2,92,11,11
2,93,11,11
2,94,11,11
2,95,11,11
2,96,11,11
2,97,11,11
2,98,11,11
2,99,11,11
2,100,11,11
2,101,11,11
2,102,11,11
2,103,11,11
2,104,11,11
2,105,11,11
2,106,11,11
2,107,11,11
2,108,11,11
2,109,11,11
2,110,11,11
2,111,11,11
2,112,11,11
2,113,11,11
2,114,11,11
2,115,11,11
2,116,11,11
2,117,11,11
2,118,11,11
2,119,11,11
2,120,11,11
2,121,11,11
2,122,11,11
2,123,11,11
2,124,11,11
2,125,11,11
2,126,11,11
2,127,11,11
2,128,11,11
2,129,11,11
2,130,11,11
2,131,11,11
2,132,11,11
2,133,11,11
2,134,11,11
2,135,11,11
2,136,11,11
2,137,11,11
2,138,11,11
2,139,11,11
2,140,11,11
2,141,11,11
2,142,11,11
2,143,11,11
2,144,11,11
2,145,11,11
2,146,11,11
2,147,11,11
2,148,11,11
2,149,11,11
2,150,11,11
2,151,11,11
2,152,11,11
2,153,11,11
2,154,11,11
2,155,11,11
2,156,11,11
2,157,11,11
2,158,11,11
2,159,11,11
2,160,11,11
2,161,11,11
2,162,11,11
2,163,11,11
2,164,11,11
2,165,11,11
2,166,11,11
2,167,11,11
2,168,11,11
2,169,11,11
2,170,11,11
2,171,11,11
2,172,11,11
2,173,11,11
2,174,11,11
2,175,11,11
2,176,11,11
2,177,11,11
2,178,11,11
2,179,11,11
2,180,11,11
2,181,11,11
2,182,11,11
2,183,11,11
2,184,11,11
2,185,11,11
2,186,11,11
2,187,11,11
2,188,11,11
2,189,11,11
2,190,11,11
2,191,11,11
2,192,11,11
2,193,11,11
2,194,11,11
2,195,11,11
2,196,11,11
2,197,11,11
2,198,11,11
2,199,11,11
2,200,11,11
2,201,11,11
2,202,11,11
2,203,11,11
2,204,11,11
2,205,11,11
2,206,11,11
2,207,11,11
2,208,11,11
2,209,11,11
2,210,11,11
2,211,11,11
2,212,11,11
2,213,11,11
2,214,11,11
2,215,11,11
2,216,11,11
2,217,11,11
2,218,11,11
2,219,11,11
2,220,11,11
2,221,11,11
2,222,11,11
2,223,11,11
2,224,11,11
2,225,11,11
2,226,11,11
2,227,11,11
2,228,11,11
2,229,11,11
2,230,11,11
2,231,11,11
2,232,11,11
2,233,11,11
2,234,11,11
2,235,11,11
2,236,11,11
2,237,11,11
2,238,11,11
2,239,11,11
2,240,11,11
2,241,11,11
2,242,11,11
2,243,11,11
2,244,11,11
2,245,11,11
2,246,11,11
