Day,Occupant's Activity,Occupant's Zone,Zone Arrival Time (Minute),Zone Leaving Time (Minute),Stay Duration (Minute)
15,15,4,598,599,1
15,1,0,600,651,51
15,3,3,652,670,18
15,1,0,671,692,21
15,21,4,693,694,1
15,1,0,695,1439,744
16,11,1,0,611,611
16,15,4,612,613,1
16,27,1,614,618,4
16,3,3,619,635,16
16,18,2,636,644,8
16,15,4,645,646,1
16,13,2,647,692,45
16,10,3,693,694,1
16,13,2,695,786,91
16,13,2,787,874,87
16,10,3,875,878,3
16,13,2,879,902,23
16,5,3,903,954,51
16,1,0,955,964,9
16,9,3,965,978,13
16,13,2,979,1062,83
16,1,0,1063,1076,13
16,15,4,1077,1079,2
16,13,2,1080,1118,38
16,1,0,1119,1149,30
16,15,4,1150,1151,1
16,13,2,1152,1177,25
16,7,3,1178,1183,5
16,12,2,1184,1362,178
16,1,0,1363,1371,8
16,15,4,1372,1373,1
16,12,2,1374,1439,65
17,12,2,0,2,2
17,21,4,3,6,3
17,11,1,7,594,587
17,15,4,595,596,1
17,3,3,597,627,30
17,1,0,628,634,6
17,25,2,635,652,17
17,15,4,653,654,1
17,25,2,655,790,135
17,13,2,791,824,33
17,10,3,825,826,1
17,13,2,827,914,87
17,5,3,915,937,22
17,1,0,938,944,6
17,12,2,945,1067,122
17,15,4,1068,1069,1
17,12,2,1070,1391,321
17,1,0,1392,1403,11
17,15,4,1404,1406,2
17,1,0,1407,1410,3
17,12,2,1411,1439,28
18,11,1,0,553,553
18,15,4,554,555,1
18,3,3,556,582,26
18,15,4,583,586,3
18,18,2,587,618,31
18,27,1,619,622,3
18,21,4,623,624,1
18,1,0,625,1253,628
18,12,2,1254,1348,94
18,10,3,1349,1350,1
18,13,2,1351,1391,40
18,15,4,1392,1393,1
18,13,2,1394,1432,38
18,21,4,1433,1435,2
18,11,1,1436,1439,3
19,11,1,0,539,539
19,15,4,540,541,1
19,3,3,542,569,27
19,18,2,570,583,13
19,15,4,584,585,1
19,13,2,586,631,45
19,14,4,632,638,6
19,27,1,639,642,3
19,1,0,643,657,14
19,21,4,658,661,3
19,1,0,662,1151,489
19,1,0,1152,1154,2
19,7,3,1155,1174,19
19,12,2,1175,1357,182
19,12,2,1358,1439,81
20,12,2,0,2,2
20,1,0,3,4,1
20,11,1,5,563,558
20,15,4,564,566,2
20,3,3,567,580,13
20,18,2,581,590,9
20,15,4,591,593,2
20,27,1,594,596,2
20,1,0,597,608,11
20,21,4,609,610,1
20,1,0,611,1321,710
20,1,0,1322,1329,7
20,15,4,1330,1331,1
20,12,2,1332,1439,107
21,12,2,0,57,57
21,15,4,58,59,1
21,12,2,60,61,1
21,11,1,62,532,470
21,15,4,533,535,2
21,3,3,536,555,19
21,18,2,556,565,9
21,1,0,566,568,2
21,13,2,569,635,66
21,15,4,636,637,1
21,13,2,638,832,194
21,5,3,833,842,9
21,15,4,843,844,1
21,27,1,845,846,1
21,1,0,847,876,29
21,13,2,877,1048,171
21,15,4,1049,1050,1
21,1,0,1051,1058,7
21,12,2,1059,1130,71
21,7,3,1131,1154,23
21,12,2,1155,1276,121
21,12,2,1277,1372,95
21,11,1,1373,1439,66
22,11,1,0,227,227
22,15,4,228,229,1
22,11,1,230,504,274
22,15,4,505,506,1
22,3,3,507,529,22
22,17,1,530,537,7
22,15,4,538,539,1
22,1,0,540,542,2
22,13,2,543,689,146
22,13,2,690,809,119
22,5,3,810,831,21
22,1,0,832,836,4
22,13,2,837,954,117
22,10,3,955,957,2
22,12,2,958,994,36
22,1,0,995,997,2
22,13,2,998,1112,114
22,13,2,1113,1156,43
22,19,3,1157,1176,19
22,12,2,1177,1250,73
22,10,3,1251,1257,6
22,12,2,1258,1286,28
22,14,4,1287,1296,9
22,27,1,1297,1302,5
22,1,0,1303,1308,5
22,19,3,1309,1312,3
22,1,0,1313,1318,5
22,13,2,1319,1439,120
23,13,2,0,19,19
23,15,4,20,21,1
23,12,2,22,42,20
23,11,1,43,471,428
23,15,4,472,473,1
23,27,1,474,477,3
23,1,0,478,482,4
23,21,4,483,484,1
23,1,0,485,1270,785
23,15,4,1271,1272,1
23,1,0,1273,1292,19
23,14,4,1293,1294,1
23,27,1,1295,1296,1
23,10,3,1297,1300,3
23,12,2,1301,1339,38
23,21,4,1340,1341,1
23,12,2,1342,1410,68
23,11,1,1411,1439,28
24,11,1,0,478,478
24,15,4,479,480,1
24,27,1,481,482,1
24,13,2,483,500,17
24,15,4,501,502,1
24,13,2,503,518,15
24,3,3,519,536,17
24,18,2,537,668,131
24,3,3,669,671,2
24,13,2,672,782,110
24,13,2,783,833,50
24,5,3,834,868,34
24,18,2,869,874,5
24,6,3,875,886,11
24,25,2,887,927,40
24,13,2,928,1226,298
24,7,3,1227,1240,13
24,12,2,1241,1397,156
24,11,1,1398,1439,41
25,11,1,0,111,111
25,15,4,112,113,1
25,1,0,114,116,2
25,11,1,117,598,481
25,15,4,599,600,1
25,11,1,601,628,27
25,14,4,629,641,12
25,27,1,642,650,8
25,1,0,651,668,17
25,21,4,669,672,3
25,1,0,673,1434,761
25,27,1,1435,1437,2
25,25,2,1438,1439,1
26,25,2,0,5,5
26,15,4,6,9,3
26,11,1,10,512,502
26,15,4,513,514,1
26,27,1,515,518,3
26,21,4,519,521,2
26,17,1,522,524,2
26,2,0,525,1270,745
26,15,4,1271,1272,1
26,27,1,1273,1274,1
26,1,0,1275,1280,5
26,17,1,1281,1286,5
26,12,2,1287,1340,53
26,11,1,1341,1439,98
27,11,1,0,455,455
27,15,4,456,459,3
27,18,2,460,480,20
27,3,3,481,502,21
27,18,2,503,516,13
27,27,1,517,521,4
27,15,4,522,523,1
27,1,0,524,527,3
27,13,2,528,533,5
27,2,0,534,1204,670
27,15,4,1205,1206,1
27,27,1,1207,1216,9
27,7,3,1217,1227,10
27,12,2,1228,1439,211
28,12,2,0,18,18
28,21,4,19,21,2
28,11,1,22,614,592
28,1,0,615,618,3
28,15,4,619,621,2
28,3,3,622,645,23
28,18,2,646,654,8
28,15,4,655,659,4
28,9,3,660,661,1
28,17,1,662,698,36
28,18,2,699,739,40
28,1,0,740,752,12
28,24,3,753,796,43
28,13,2,797,824,27
28,19,3,825,836,11
28,13,2,837,930,93
28,19,3,931,940,9
28,14,4,941,961,20
28,27,1,962,975,13
28,21,4,976,982,6
28,1,0,983,988,5
28,18,2,989,1051,62
28,10,3,1052,1054,2
28,18,2,1055,1095,40
28,1,0,1096,1101,5
28,27,1,1102,1105,3
28,15,4,1106,1107,1
28,1,0,1108,1439,331
29,2,0,0,1154,1154
29,12,2,1155,1181,26
29,7,3,1182,1213,31
29,27,1,1214,1215,1
29,7,3,1216,1219,3
29,7,3,1220,1240,20
29,12,2,1241,1350,109
29,1,0,1351,1352,1
29,12,2,1353,1439,86
