Day,Occupant's Activity,Occupant's Zone,Zone Arrival Time (Minute),Zone Leaving Time (Minute),Stay Duration (Minute)
4,11,1,73,661,588
4,15,4,662,665,3
4,1,0,666,668,2
4,17,1,669,704,35
4,3,3,705,732,27
4,22,2,733,740,7
4,15,4,741,760,19
4,1,0,761,762,1
4,21,4,763,767,4
4,1,0,768,786,18
4,12,2,787,940,153
4,5,3,941,956,15
4,12,2,957,976,19
4,5,3,977,1000,23
4,15,4,1001,1002,1
4,13,2,1003,1123,120
4,10,3,1124,1127,3
4,12,2,1128,1249,121
4,7,3,1250,1284,34
4,12,2,1285,1330,45
4,15,4,1331,1335,4
4,13,2,1336,1351,15
4,17,1,1352,1383,31
4,13,2,1384,1439,55
5,22,2,0,80,80
5,17,1,81,104,23
5,21,4,105,108,3
5,11,1,109,556,447
5,25,2,557,575,18
5,15,4,576,578,2
5,4,3,579,600,21
5,1,0,601,604,3
5,17,1,605,636,31
5,22,2,637,647,10
5,17,1,648,683,35
5,21,4,684,687,3
5,13,2,688,849,161
5,10,3,850,857,7
5,12,2,858,871,13
5,5,3,872,925,53
5,17,1,926,989,63
5,15,4,990,1049,59
5,1,0,1050,1054,4
5,13,2,1055,1137,82
5,27,1,1138,1142,4
5,2,0,1143,1231,88
5,27,1,1232,1234,2
5,7,3,1235,1279,44
5,15,4,1280,1282,2
5,22,2,1283,1301,18
5,17,1,1302,1349,47
5,12,2,1350,1409,59
5,1,0,1410,1416,6
5,12,2,1417,1439,22
6,14,4,0,26,26
6,17,1,27,74,47
6,18,2,75,107,32
6,16,1,108,121,13
6,1,0,122,128,6
6,21,4,129,135,6
6,11,1,136,630,494
6,15,4,631,633,2
6,1,0,634,635,1
6,12,2,636,662,26
6,3,3,663,702,39
6,22,2,703,711,8
6,4,3,712,722,10
6,1,0,723,747,24
6,21,4,748,751,3
6,17,1,752,813,61
6,15,4,814,832,18
6,13,2,833,881,48
6,10,3,882,884,2
6,13,2,885,929,44
6,19,3,930,950,20
6,1,0,951,991,40
6,17,1,992,1005,13
6,5,3,1006,1045,39
6,22,2,1046,1051,5
6,17,1,1052,1054,2
6,25,2,1055,1056,1
6,17,1,1057,1089,32
6,12,2,1090,1147,57
6,15,4,1148,1151,3
6,13,2,1152,1214,62
6,7,3,1215,1289,74
6,22,2,1290,1294,4
6,17,1,1295,1337,42
6,12,2,1338,1394,56
6,15,4,1395,1397,2
6,12,2,1398,1413,15
6,17,1,1414,1439,25
7,18,2,0,62,62
7,17,1,63,121,58
7,12,2,122,135,13
7,27,1,136,140,4
7,2,0,141,217,76
7,27,1,218,221,3
7,15,4,222,225,3
7,17,1,226,247,21
7,21,4,248,253,5
7,11,1,254,706,452
7,15,4,707,711,4
7,1,0,712,721,9
7,17,1,722,754,32
7,18,2,755,785,30
7,3,3,786,819,33
7,17,1,820,857,37
7,21,4,858,863,5
7,27,1,864,871,7
7,2,0,872,998,126
7,27,1,999,1000,1
7,15,4,1001,1003,2
7,12,2,1004,1031,27
7,5,3,1032,1040,8
7,12,2,1041,1053,12
7,5,3,1054,1087,33
7,12,2,1088,1163,75
7,17,1,1164,1187,23
7,10,3,1188,1193,5
7,12,2,1194,1205,11
7,17,1,1206,1213,7
7,1,0,1214,1228,14
7,17,1,1229,1249,20
7,12,2,1250,1273,23
7,27,1,1274,1278,4
7,12,2,1279,1308,29
7,2,0,1309,1333,24
7,12,2,1334,1346,12
7,17,1,1347,1354,7
7,12,2,1355,1369,14
7,17,1,1370,1377,7
7,12,2,1378,1406,28
7,17,1,1407,1417,10
7,15,4,1418,1422,4
7,22,2,1423,1429,6
7,10,3,1430,1431,1
7,18,2,1432,1439,7
8,12,2,0,32,32
8,17,1,33,101,68
8,18,2,102,121,19
8,21,4,122,129,7
8,23,1,130,136,6
8,25,2,137,141,4
8,17,1,142,631,489
8,15,4,632,635,3
8,1,0,636,638,2
8,12,2,639,677,38
8,17,1,678,687,9
8,21,4,688,690,2
8,2,0,691,788,97
8,22,2,789,793,4
8,27,1,794,795,1
8,22,2,796,802,6
8,21,4,803,826,23
8,12,2,827,880,53
8,14,4,881,913,32
8,13,2,914,1078,164
8,1,0,1079,1084,5
8,10,3,1085,1087,2
8,15,4,1088,1092,4
8,12,2,1093,1162,69
8,17,1,1163,1197,34
8,7,3,1198,1282,84
8,12,2,1283,1373,90
8,10,3,1374,1381,7
8,15,4,1382,1386,4
8,12,2,1387,1439,52
9,13,2,0,41,41
9,17,1,42,59,17
9,22,2,60,76,16
9,17,1,77,101,24
9,15,4,102,109,7
9,1,0,110,113,3
9,12,2,114,121,7
9,21,4,122,131,9
9,1,0,132,133,1
9,17,1,134,618,484
9,12,2,619,642,23
9,1,0,643,654,11
9,15,4,655,659,4
9,3,3,660,721,61
9,12,2,722,744,22
9,17,1,745,788,43
9,1,0,789,808,19
9,12,2,809,861,52
9,15,4,862,864,2
9,1,0,865,889,24
9,25,2,890,895,5
9,17,1,896,954,58
9,5,3,955,985,30
9,17,1,986,999,13
9,21,4,1000,1005,5
9,13,2,1006,1095,89
9,15,4,1096,1136,40
9,17,1,1137,1163,26
9,10,3,1164,1173,9
9,13,2,1174,1181,7
9,17,1,1182,1212,30
9,7,3,1213,1261,48
9,12,2,1262,1270,8
9,9,3,1271,1275,4
9,12,2,1276,1378,102
9,15,4,1379,1383,4
9,22,2,1384,1439,55
10,2,0,0,26,26
10,26,2,27,28,1
10,27,1,29,33,4
10,1,0,34,35,1
10,15,4,36,42,6
10,26,2,43,60,17
10,10,3,61,71,10
10,26,2,72,140,68
10,11,1,141,630,489
10,12,2,631,657,26
10,1,0,658,662,4
10,15,4,663,669,6
10,17,1,670,697,27
10,2,0,698,704,6
10,3,3,705,800,95
10,12,2,801,855,54
10,17,1,856,880,24
10,1,0,881,890,9
10,15,4,891,917,26
10,1,0,918,929,11
10,24,3,930,950,20
10,22,2,951,971,20
10,24,3,972,983,11
10,22,2,984,993,9
10,27,1,994,999,5
10,2,0,1000,1069,69
10,27,1,1070,1071,1
10,14,4,1072,1108,36
10,25,2,1109,1187,78
10,17,1,1188,1194,6
10,2,0,1195,1439,244
11,17,1,0,4,4
11,12,2,5,70,65
11,15,4,71,76,5
11,17,1,77,149,72
11,21,4,150,157,7
11,11,1,158,581,423
11,1,0,582,587,5
11,15,4,588,590,2
11,12,2,591,633,42
11,3,3,634,703,69
11,17,1,704,729,25
11,21,4,730,734,4
11,13,2,735,864,129
11,15,4,865,903,38
11,5,3,904,931,27
11,17,1,932,946,14
11,2,0,947,1174,227
11,12,2,1175,1196,21
11,27,1,1197,1198,1
11,15,4,1199,1218,19
11,17,1,1219,1222,3
11,7,3,1223,1280,57
11,12,2,1281,1295,14
11,9,3,1296,1299,3
11,22,2,1300,1337,37
11,17,1,1338,1439,101
12,12,2,0,30,30
12,17,1,31,103,72
12,21,4,104,108,4
12,11,1,109,575,466
12,15,4,576,578,2
12,1,0,579,587,8
12,12,2,588,623,35
12,3,3,624,686,62
12,17,1,687,715,28
12,9,3,716,723,7
12,13,2,724,880,156
12,1,0,881,905,24
12,15,4,906,907,1
12,12,2,908,925,17
12,5,3,926,969,43
12,22,2,970,980,10
12,6,3,981,1010,29
12,17,1,1011,1038,27
12,22,2,1039,1049,10
12,21,4,1050,1052,2
12,13,2,1053,1102,49
12,15,4,1103,1106,3
12,13,2,1107,1159,52
12,14,4,1160,1176,16
12,7,3,1177,1212,35
12,18,2,1213,1230,17
12,7,3,1231,1259,28
12,21,4,1260,1263,3
12,12,2,1264,1287,23
12,27,1,1288,1292,4
12,2,0,1293,1439,146
13,12,2,0,28,28
13,17,1,29,60,31
13,12,2,61,73,12
13,15,4,74,82,8
13,12,2,83,124,41
13,17,1,125,153,28
13,21,4,154,156,2
13,11,1,157,666,509
13,15,4,667,674,7
13,1,0,675,678,3
13,12,2,679,698,19
13,3,3,699,707,8
13,22,2,708,718,10
13,3,3,719,726,7
13,17,1,727,753,26
13,4,3,754,794,40
13,1,0,795,801,6
13,21,4,802,833,31
13,17,1,834,861,27
13,10,3,862,863,1
13,22,2,864,896,32
13,14,4,897,917,20
13,27,1,918,923,5
13,22,2,924,944,20
13,2,0,945,1161,216
13,12,2,1162,1230,68
13,15,4,1231,1237,6
13,13,2,1238,1273,35
13,10,3,1274,1276,2
13,13,2,1277,1320,43
13,7,3,1321,1354,33
13,12,2,1355,1426,71
13,10,3,1427,1432,5
13,15,4,1433,1436,3
13,10,3,1437,1439,2
14,18,2,0,4,4
14,17,1,5,9,4
14,25,2,10,18,8
14,17,1,19,58,39
14,17,1,59,71,12
14,1,0,72,75,3
14,22,2,76,91,15
14,1,0,92,100,8
14,17,1,101,119,18
14,12,2,120,141,21
14,1,0,142,143,1
14,15,4,144,149,5
14,17,1,150,154,4
14,21,4,155,158,3
14,1,0,159,167,8
14,11,1,168,568,400
14,15,4,569,577,8
14,1,0,578,585,7
14,17,1,586,596,10
14,10,3,597,601,4
14,21,4,602,606,4
14,27,1,607,614,7
14,2,0,615,816,201
14,12,2,817,874,57
14,27,1,875,877,2
14,12,2,878,885,7
14,1,0,886,893,7
14,15,4,894,902,8
14,17,1,903,957,54
14,5,3,958,1001,43
14,21,4,1002,1007,5
14,17,1,1008,1012,4
14,22,2,1013,1032,19
14,17,1,1033,1071,38
14,12,2,1072,1094,22
14,15,4,1095,1097,2
14,12,2,1098,1163,65
14,15,4,1164,1169,5
14,17,1,1170,1227,57
14,1,0,1228,1237,9
14,15,4,1238,1296,58
14,7,3,1297,1323,26
14,22,2,1324,1337,13
14,7,3,1338,1371,33
14,17,1,1372,1386,14
14,12,2,1387,1439,52
15,17,1,0,40,40
15,18,2,41,85,44
15,17,1,86,95,9
15,22,2,96,140,44
15,21,4,141,144,3
15,11,1,145,659,514
15,15,4,660,666,6
15,1,0,667,672,5
15,12,2,673,716,43
15,17,1,717,723,6
15,2,0,724,736,12
15,3,3,737,789,52
15,22,2,790,814,24
15,9,3,815,820,5
15,17,1,821,872,51
15,21,4,873,878,5
15,1,0,879,894,15
15,17,1,895,905,10
15,1,0,906,915,9
15,17,1,916,962,46
15,5,3,963,985,22
15,23,1,986,1001,15
15,5,3,1002,1032,30
15,21,4,1033,1034,1
15,12,2,1035,1061,26
15,15,4,1062,1063,1
15,18,2,1064,1095,31
15,15,4,1096,1140,44
15,27,1,1141,1150,9
15,2,0,1151,1155,4
15,27,1,1156,1157,1
15,2,0,1158,1362,204
15,22,2,1363,1391,28
15,27,1,1392,1396,4
15,22,2,1397,1426,29
15,15,4,1427,1431,4
15,1,0,1432,1439,7
16,12,2,0,115,115
16,21,4,116,119,3
16,11,1,120,598,478
16,1,0,599,601,2
16,18,2,602,622,20
16,17,1,623,649,26
16,15,4,650,652,2
16,3,3,653,687,34
16,12,2,688,733,45
16,21,4,734,738,4
16,25,2,739,801,62
16,17,1,802,805,3
16,15,4,806,822,16
16,22,2,823,856,33
16,14,4,857,891,34
16,5,3,892,916,24
16,21,4,917,920,3
16,12,2,921,1019,98
16,10,3,1020,1029,9
16,12,2,1030,1051,21
16,1,0,1052,1054,2
16,18,2,1055,1099,44
16,15,4,1100,1102,2
16,27,1,1103,1109,6
16,2,0,1110,1343,233
16,27,1,1344,1345,1
16,12,2,1346,1391,45
16,10,3,1392,1394,2
16,12,2,1395,1439,44
17,22,2,0,89,89
17,21,4,90,94,4
17,17,1,95,136,41
17,1,0,137,139,2
17,17,1,140,165,25
17,21,4,166,173,7
17,11,1,174,649,475
17,1,0,650,654,4
17,12,2,655,715,60
17,1,0,716,726,10
17,15,4,727,738,11
17,2,0,739,745,6
17,3,3,746,751,5
17,17,1,752,765,13
17,3,3,766,803,37
17,17,1,804,818,14
17,22,2,819,864,45
17,17,1,865,927,62
17,24,3,928,1045,117
17,22,2,1046,1075,29
17,16,1,1076,1170,94
17,18,2,1171,1192,21
17,15,4,1193,1256,63
17,7,3,1257,1270,13
17,12,2,1271,1276,5
17,7,3,1277,1302,25
17,22,2,1303,1308,5
17,9,3,1309,1312,3
17,12,2,1313,1414,101
17,17,1,1415,1439,24
18,15,4,0,33,33
18,1,0,34,52,18
18,17,1,53,87,34
18,22,2,88,94,6
18,17,1,95,597,502
18,15,4,598,605,7
18,12,2,606,638,32
18,1,0,639,643,4
18,3,3,644,652,8
18,12,2,653,666,13
18,3,3,667,719,52
18,21,4,720,725,5
18,17,1,726,761,35
18,13,2,762,890,128
18,15,4,891,894,3
18,13,2,895,996,101
18,5,3,997,1025,28
18,2,0,1026,1032,6
18,5,3,1033,1061,28
18,17,1,1062,1133,71
18,10,3,1134,1148,14
18,15,4,1149,1151,2
18,13,2,1152,1288,136
18,7,3,1289,1337,48
18,12,2,1338,1390,52
18,10,3,1391,1393,2
18,12,2,1394,1439,45
19,17,1,0,43,43
19,12,2,44,95,51
19,17,1,96,133,37
19,21,4,134,141,7
19,11,1,142,585,443
19,15,4,586,589,3
19,1,0,590,604,14
19,17,1,605,629,24
19,2,0,630,635,5
19,3,3,636,650,14
19,12,2,651,662,11
19,3,3,663,712,49
19,22,2,713,719,6
19,17,1,720,725,5
19,21,4,726,733,7
19,22,2,734,736,2
19,17,1,737,779,42
19,13,2,780,804,24
19,1,0,805,832,27
19,12,2,833,855,22
19,17,1,856,882,26
19,22,2,883,908,25
19,1,0,909,916,7
19,17,1,917,971,54
19,1,0,972,973,1
19,15,4,974,1041,67
19,5,3,1042,1104,62
19,22,2,1105,1179,74
19,17,1,1180,1218,38
19,8,3,1219,1235,16
19,22,2,1236,1253,17
19,15,4,1254,1259,5
19,17,1,1260,1295,35
19,19,3,1296,1306,10
19,22,2,1307,1321,14
19,19,3,1322,1337,15
19,12,2,1338,1356,18
19,27,1,1357,1362,5
19,2,0,1363,1435,72
19,15,4,1436,1439,3
20,17,1,0,80,80
20,22,2,81,113,32
20,17,1,114,125,11
20,21,4,126,135,9
20,11,1,136,623,487
20,15,4,624,632,8
20,1,0,633,635,2
20,12,2,636,663,27
20,17,1,664,683,19
20,3,3,684,706,22
20,22,2,707,712,5
20,4,3,713,754,41
20,17,1,755,770,15
20,1,0,771,781,10
20,13,2,782,854,72
20,17,1,855,863,8
20,15,4,864,889,25
20,27,1,890,901,11
20,22,2,902,922,20
20,21,4,923,926,3
20,2,0,927,1066,139
20,12,2,1067,1119,52
20,27,1,1120,1122,2
20,15,4,1123,1130,7
20,17,1,1131,1167,36
20,7,3,1168,1251,83
20,13,2,1252,1389,137
20,15,4,1390,1391,1
20,12,2,1392,1439,47
21,12,2,0,57,57
21,1,0,58,91,33
21,22,2,92,115,23
21,15,4,116,122,6
21,17,1,123,150,27
21,21,4,151,155,4
21,11,1,156,608,452
21,12,2,609,646,37
21,1,0,647,649,2
21,15,4,650,660,10
21,3,3,661,700,39
21,22,2,701,728,27
21,21,4,729,731,2
21,13,2,732,881,149
21,27,1,882,886,4
21,2,0,887,964,77
21,27,1,965,966,1
21,15,4,967,970,3
21,19,3,971,981,10
21,17,1,982,1018,36
21,12,2,1019,1028,9
21,1,0,1029,1035,6
21,22,2,1036,1049,13
21,17,1,1050,1058,8
21,15,4,1059,1085,26
21,12,2,1086,1098,12
21,10,3,1099,1105,6
21,18,2,1106,1146,40
21,18,2,1147,1157,10
21,1,0,1158,1177,19
21,7,3,1178,1245,67
21,17,1,1246,1269,23
21,18,2,1270,1332,62
21,17,1,1333,1353,20
21,12,2,1354,1381,27
21,15,4,1382,1383,1
21,12,2,1384,1393,9
21,10,3,1394,1401,7
21,17,1,1402,1439,37
22,22,2,0,22,22
22,27,1,23,25,2
22,12,2,26,42,16
22,15,4,43,63,20
22,18,2,64,82,18
22,16,1,83,558,475
22,12,2,559,594,35
22,1,0,595,601,6
22,12,2,602,625,23
22,3,3,626,629,3
22,15,4,630,637,7
22,22,2,638,640,2
22,3,3,641,652,11
22,12,2,653,663,10
22,2,0,664,670,6
22,3,3,671,699,28
22,18,2,700,884,184
22,14,4,885,898,13
22,27,1,899,904,5
22,2,0,905,1439,534
23,21,4,0,5,5
23,12,2,6,24,18
23,11,1,25,509,484
23,15,4,510,532,22
23,1,0,533,538,5
23,12,2,539,571,32
23,3,3,572,581,9
23,12,2,582,589,7
23,3,3,590,626,36
23,21,4,627,630,3
23,18,2,631,657,26
23,14,4,658,677,19
23,22,2,678,704,26
23,27,1,705,714,9
23,2,0,715,1029,314
23,15,4,1030,1036,6
23,1,0,1037,1041,4
23,27,1,1042,1045,3
23,22,2,1046,1062,16
23,7,3,1063,1072,9
23,12,2,1073,1091,18
23,7,3,1092,1123,31
23,1,0,1124,1141,17
23,10,3,1142,1157,15
23,1,0,1158,1166,8
23,22,2,1167,1171,4
23,10,3,1172,1173,1
23,12,2,1174,1259,85
23,15,4,1260,1262,2
23,12,2,1263,1350,87
23,10,3,1351,1354,3
23,12,2,1355,1380,25
23,15,4,1381,1384,3
23,17,1,1385,1439,54
24,10,3,0,3,3
24,17,1,4,25,21
24,12,2,26,92,66
24,17,1,93,100,7
24,12,2,101,106,5
24,15,4,107,113,6
24,12,2,114,119,5
24,17,1,120,127,7
24,21,4,128,134,6
24,11,1,135,601,466
24,15,4,602,605,3
24,16,1,606,610,4
24,1,0,611,636,25
24,15,4,637,655,18
24,17,1,656,694,38
24,3,3,695,698,3
24,17,1,699,714,15
24,3,3,715,763,48
24,17,1,764,786,22
24,1,0,787,801,14
24,12,2,802,813,11
24,21,4,814,831,17
24,12,2,832,844,12
24,27,1,845,850,5
24,2,0,851,1132,281
24,15,4,1133,1136,3
24,12,2,1137,1170,33
24,27,1,1171,1249,78
24,7,3,1250,1291,41
24,17,1,1292,1321,29
24,25,2,1322,1340,18
24,17,1,1341,1347,6
24,22,2,1348,1373,25
24,17,1,1374,1439,65
25,15,4,0,2,2
25,22,2,3,7,4
25,17,1,8,106,98
25,10,3,107,122,15
25,17,1,123,604,481
25,12,2,605,631,26
25,1,0,632,639,7
25,3,3,640,710,70
25,15,4,711,716,5
25,17,1,717,742,25
25,22,2,743,844,101
25,15,4,845,865,20
25,17,1,866,931,65
25,5,3,932,965,33
25,17,1,966,977,11
25,5,3,978,985,7
25,22,2,986,995,9
25,6,3,996,1029,33
25,17,1,1030,1040,10
25,9,3,1041,1046,5
25,18,2,1047,1075,28
25,16,1,1076,1156,80
25,15,4,1157,1159,2
25,25,2,1160,1174,14
25,7,3,1175,1191,16
25,12,2,1192,1200,8
25,8,3,1201,1235,34
25,12,2,1236,1294,58
25,27,1,1295,1297,2
25,2,0,1298,1407,109
25,27,1,1408,1439,31
26,17,1,0,38,38
26,22,2,39,84,45
26,1,0,85,92,7
26,15,4,93,94,1
26,12,2,95,111,16
26,10,3,112,113,1
26,13,2,114,159,45
26,10,3,160,161,1
26,22,2,162,164,2
26,10,3,165,184,19
26,17,1,185,220,35
26,15,4,221,229,8
26,23,1,230,305,75
26,15,4,306,313,7
26,11,1,314,792,478
26,15,4,793,796,3
26,12,2,797,869,72
26,1,0,870,876,6
26,12,2,877,919,42
26,17,1,920,922,2
26,18,2,923,977,54
26,15,4,978,980,2
26,27,1,981,986,5
26,2,0,987,1042,55
26,17,1,1043,1065,22
26,1,0,1066,1067,1
26,17,1,1068,1103,35
26,15,4,1104,1139,35
26,7,3,1140,1190,50
26,22,2,1191,1218,27
26,2,0,1219,1224,5
26,7,3,1225,1257,32
26,12,2,1258,1259,1
26,1,0,1260,1277,17
26,12,2,1278,1374,96
26,17,1,1375,1390,15
26,1,0,1391,1392,1
26,17,1,1393,1415,22
26,10,3,1416,1417,1
26,12,2,1418,1439,21
27,2,0,0,40,40
27,15,4,41,42,1
27,10,3,43,66,23
27,1,0,67,68,1
27,27,1,69,72,3
27,12,2,73,105,32
27,14,4,106,136,30
27,17,1,137,634,497
27,1,0,635,721,86
27,15,4,722,724,2
27,17,1,725,738,13
27,22,2,739,746,7
27,3,3,747,806,59
27,17,1,807,813,6
27,22,2,814,815,1
27,17,1,816,826,10
27,12,2,827,854,27
27,21,4,855,857,2
27,12,2,858,862,4
27,15,4,863,898,35
27,27,1,899,912,13
27,2,0,913,1439,526
28,17,1,0,234,234
28,11,1,235,564,329
28,15,4,565,569,4
28,1,0,570,574,4
28,3,3,575,595,20
28,2,0,596,600,4
28,3,3,601,670,69
28,22,2,671,704,33
28,10,3,705,707,2
28,12,2,708,735,27
28,17,1,736,752,16
28,13,2,753,818,65
28,15,4,819,823,4
28,13,2,824,896,72
28,5,3,897,899,2
28,13,2,900,910,10
28,5,3,911,928,17
28,21,4,929,931,2
28,9,3,932,943,11
28,13,2,944,979,35
28,2,0,980,986,6
28,26,2,987,1003,16
28,1,0,1004,1355,351
28,26,2,1356,1379,23
28,27,1,1380,1381,1
28,15,4,1382,1385,3
28,1,0,1386,1406,20
28,10,3,1407,1428,21
28,21,4,1429,1432,3
28,17,1,1433,1439,6
29,12,2,0,53,53
29,21,4,54,56,2
29,11,1,57,590,533
29,15,4,591,612,21
29,1,0,613,626,13
29,3,3,627,634,7
29,22,2,635,649,14
29,3,3,650,658,8
29,2,0,659,667,8
29,3,3,668,716,48
29,22,2,717,733,16
29,9,3,734,743,9
29,12,2,744,783,39
29,17,1,784,950,166
29,1,0,951,955,4
29,15,4,956,996,40
29,5,3,997,1002,5
29,22,2,1003,1012,9
29,5,3,1013,1058,45
29,1,0,1059,1061,2
29,17,1,1062,1078,16
29,22,2,1079,1104,25
29,17,1,1105,1124,19
29,21,4,1125,1129,4
29,22,2,1130,1150,20
29,10,3,1151,1152,1
29,23,1,1153,1186,33
29,15,4,1187,1189,2
29,27,1,1190,1201,11
29,2,0,1202,1375,173
29,10,3,1376,1378,2
29,12,2,1379,1432,53
29,27,1,1433,1439,6
