Day,Minute,Outdoor (Zone - 0) Occupant,Bedroom (Zone - 1) Occupant,Livingroom (Zone - 2) Occupant,Kitchen (Zone - 3) Occupant,Bathroom (Zone - 4) Occupant,Unit Energy Cost ($),Energy Comsumption (kWh),Control Cost ($)
1,74,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,75,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,76,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,77,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,78,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,79,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,80,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,81,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,82,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,83,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,84,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,85,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,86,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,87,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,88,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,89,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,90,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,91,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,92,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,93,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,94,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,95,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,96,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,97,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,98,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,99,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,100,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,101,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,102,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,103,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,104,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,105,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,106,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,107,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,108,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,109,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,110,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,111,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,112,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,113,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,114,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,115,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,116,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,117,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,118,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,119,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,120,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,121,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,122,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,123,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,124,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,125,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,126,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,127,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,128,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,129,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,130,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,131,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,132,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,133,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,134,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,135,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,136,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,137,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,138,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,139,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,140,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,141,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,142,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,143,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,144,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,145,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,146,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,147,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,148,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,149,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,150,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,151,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,152,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,153,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,154,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,155,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,156,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,157,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,158,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,159,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,160,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,161,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,162,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,163,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,164,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,165,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,166,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,167,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,168,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,169,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,170,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,171,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,172,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,173,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,174,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,175,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,176,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,177,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,178,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,179,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,180,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,181,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,182,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,183,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,184,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,185,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,186,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,187,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,188,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,189,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,190,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,191,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,192,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,193,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,194,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,195,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,196,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,197,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,198,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,199,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,200,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,201,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,202,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,203,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,204,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,205,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,206,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,207,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,208,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,209,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,210,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,211,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,212,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,213,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,214,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,215,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,216,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,217,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,218,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,219,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,220,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,221,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,222,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,223,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,224,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,225,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,226,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,227,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,228,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,229,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,230,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,231,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,232,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,233,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,234,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,235,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,236,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,237,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,238,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,239,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,240,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,241,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,242,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,243,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,244,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,245,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,246,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,247,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,248,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,249,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,250,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,251,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,252,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,253,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,254,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,255,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,256,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,257,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,258,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,259,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,260,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,261,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,262,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,263,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,264,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,265,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,266,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,267,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,268,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,269,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,270,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,271,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,272,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,273,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,274,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,275,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,276,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,277,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,278,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,279,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,280,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,281,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,282,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,283,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,284,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,285,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,286,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,287,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,288,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,289,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,290,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,291,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,292,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,293,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,294,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,295,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,296,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,297,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,298,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,299,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,300,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,301,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,302,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,303,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,304,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,305,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,306,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,307,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,308,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,309,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,310,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,311,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,312,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,313,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,314,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,315,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,316,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,317,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,318,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,319,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,320,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,321,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,322,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,323,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,324,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,325,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,326,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,327,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,328,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,329,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,330,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,331,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,332,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,333,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,334,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,335,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,336,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,337,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,338,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,339,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,340,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,341,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,342,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,343,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,344,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,345,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,346,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,347,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,348,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,349,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,350,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,351,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,352,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,353,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,354,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,355,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,356,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,357,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,358,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,359,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,360,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,361,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,362,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,363,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,364,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,365,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,366,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,367,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,368,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,369,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,370,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,371,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,372,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,373,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,374,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,375,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,376,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,377,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,378,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,379,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,380,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,381,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,382,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,383,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,384,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
1,385,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
1,386,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
1,387,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
1,388,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
1,389,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
1,390,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
1,391,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
1,392,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
1,393,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
1,394,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
1,395,0,1,0,0,1,0.34,0.03647710816666667,0.012402216776666667
1,396,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,397,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,398,0,2,0,0,0,0.34,0.012034600000000001,0.004091764
1,399,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
1,400,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
1,401,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
1,402,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
1,403,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
1,404,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
1,405,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
1,406,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
1,407,1,1,0,0,0,0.34,0.006524535000000001,0.0022183419000000003
